trip_id,source_area_type,destination_area_type,distance_km,duration_min,traffic_level,time_of_day,day_type,weather,vehicle_type,peak_hour,transfer_count,walking_distance_m,route_type,estimated_fare
SCV20003745,college_area,metro_station,6.06,61.10,high,evening,weekday,rainy,uber,yes,0,94,direct,704.49
SCV20003746,metro_station,office_area,8.67,29.70,medium,morning,weekday,clear,bus,yes,0,232,direct,37.97
SCV20003747,airport,commercial,24.71,66.60,low,night,weekday,clear,ola,no,0,80,direct,756.54
SCV20003748,college_area,metro_station,6.37,33.90,medium,morning,weekday,clear,uber,yes,0,71,direct,387.00
SCV20003749,commercial,office_area,8.27,55.70,medium,evening,weekday,clear,rapido,yes,0,164,direct,151.83
SCV20003750,commercial,residential,4.35,45.90,low,morning,weekend,clear,metro,no,1,599,multimodal,32.99
SCV20003751,residential,commercial,7.38,67.60,medium,evening,weekend,cloudy,bus,yes,1,1126,multimodal,27.56
SCV20003752,commercial,office_area,8.52,37.60,medium,morning,weekday,clear,auto,yes,1,98,direct,211.53
SCV20003753,college_area,residential,7.68,66.80,medium,evening,weekday,clear,auto,yes,1,706,multimodal,280.79
SCV20003754,commercial,residential,11.51,50.90,medium,morning,weekday,rainy,rapido,no,0,0,direct,167.72
SCV20003755,metro_station,residential,3.81,29.30,medium,evening,weekend,cloudy,ola,yes,0,26,direct,240.40
SCV20003756,residential,commercial,12.88,67.70,low,afternoon,weekday,clear,metro,no,1,405,multimodal,19.13
SCV20003757,airport,metro_station,15.11,78.10,medium,evening,weekend,clear,auto,no,0,63,direct,393.27
SCV20003758,residential,shopping_area,6.71,34.70,medium,morning,weekend,rainy,metro,no,0,281,direct,23.36
SCV20003759,residential,office_area,9.78,48.70,medium,morning,weekday,clear,uber,yes,0,224,direct,571.01
SCV20003760,commercial,shopping_area,6.55,80.50,medium,evening,weekend,clear,bus,no,3,1308,multimodal,27.21
SCV20003761,residential,office_area,4.31,22.20,medium,afternoon,weekday,clear,uber,no,0,223,direct,246.08
SCV20003762,airport,office_area,22.82,69.70,low,afternoon,weekday,cloudy,rapido,no,0,158,direct,272.29
SCV20003763,commercial,office_area,11.02,45.10,medium,night,weekday,rainy,ola,no,0,33,direct,449.46
SCV20003764,college_area,metro_station,3.64,29.40,medium,evening,weekday,cloudy,ola,yes,0,94,direct,231.65
SCV20003765,commercial,office_area,9.40,46.00,medium,morning,weekday,cloudy,uber,yes,0,76,direct,553.54
SCV20003766,college_area,residential,6.00,27.90,medium,morning,weekday,cloudy,uber,yes,0,0,direct,382.61
SCV20003767,airport,metro_station,29.07,87.30,low,afternoon,weekend,clear,rapido,no,0,123,direct,358.12
SCV20003768,metro_station,residential,6.02,24.20,medium,morning,weekday,rainy,uber,yes,0,140,direct,392.75
SCV20003769,metro_station,commercial,5.00,41.50,medium,evening,weekday,clear,auto,no,0,157,direct,149.48
SCV20003770,college_area,residential,5.54,30.10,medium,evening,weekend,cloudy,ola,no,0,163,direct,248.26
SCV20003771,commercial,residential,10.07,25.70,low,afternoon,weekday,cloudy,ola,no,0,147,direct,325.92
SCV20003772,college_area,residential,9.41,37.20,medium,afternoon,weekday,rainy,metro,yes,1,287,direct,27.17
SCV20003773,metro_station,office_area,5.88,51.90,high,evening,weekday,clear,auto,yes,0,43,direct,289.76
SCV20003774,airport,commercial,31.14,150.00,high,evening,weekday,clear,bus,yes,1,1172,multimodal,84.83
SCV20003775,college_area,office_area,6.94,37.10,medium,evening,weekday,clear,ola,yes,0,32,direct,328.27
SCV20003776,commercial,metro_station,3.76,17.50,medium,morning,weekday,clear,rapido,yes,1,117,direct,105.99
SCV20003777,metro_station,office_area,5.17,15.30,low,afternoon,weekend,clear,uber,no,0,110,direct,248.57
SCV20003778,college_area,commercial,6.71,26.70,low,afternoon,weekday,cloudy,ola,no,0,88,direct,261.52
SCV20003779,residential,office_area,7.33,30.20,medium,afternoon,weekday,clear,uber,yes,0,60,direct,443.87
SCV20003780,commercial,metro_station,4.84,22.10,low,afternoon,weekday,clear,rapido,yes,0,116,direct,71.58
SCV20003781,metro_station,residential,5.61,19.70,low,afternoon,weekday,cloudy,bus,no,0,181,direct,10.00
SCV20003782,airport,commercial,24.31,150.00,high,evening,weekday,clear,auto,yes,0,62,direct,836.29
SCV20003783,college_area,residential,4.09,23.70,medium,morning,weekday,clear,auto,yes,0,61,direct,138.89
SCV20003784,metro_station,office_area,5.94,58.40,high,evening,weekday,clear,bus,yes,0,211,direct,47.48
SCV20003785,commercial,shopping_area,7.28,39.10,medium,morning,weekday,clear,bus,yes,0,176,direct,24.85
SCV20003786,college_area,residential,8.68,43.60,low,night,weekday,clear,auto,no,1,1465,multimodal,203.83
SCV20003787,residential,office_area,7.58,41.20,medium,morning,weekday,cloudy,ola,yes,0,65,direct,360.50
SCV20003788,commercial,office_area,6.86,29.50,medium,morning,weekday,clear,rapido,yes,0,137,direct,128.87
SCV20003789,residential,metro_station,5.11,23.40,medium,morning,weekday,clear,auto,yes,0,85,direct,132.24
SCV20003790,residential,metro_station,4.99,39.40,medium,morning,weekday,clear,bus,yes,1,744,multimodal,36.14
SCV20003791,airport,residential,31.25,150.00,medium,evening,weekday,clear,metro,no,1,1137,multimodal,48.46
SCV20003792,college_area,commercial,13.16,32.10,low,afternoon,weekday,clear,uber,no,0,178,direct,478.94
SCV20003793,metro_station,commercial,4.66,25.50,low,night,weekend,cloudy,ola,no,0,63,direct,217.55
SCV20003794,residential,metro_station,7.51,95.40,high,evening,weekday,rainy,metro,yes,1,1079,multimodal,28.29
SCV20003795,commercial,shopping_area,2.64,15.30,low,night,weekday,clear,uber,no,0,63,direct,169.07
SCV20003796,residential,office_area,8.52,55.70,low,night,weekday,clear,metro,no,2,1692,multimodal,43.41
SCV20003797,commercial,office_area,9.78,32.90,low,night,weekend,clear,uber,no,0,214,direct,404.96
SCV20003798,residential,commercial,7.95,29.80,low,afternoon,weekday,clear,rapido,no,1,134,direct,82.14
SCV20003799,commercial,residential,8.80,27.10,low,afternoon,weekday,clear,bus,no,0,134,direct,12.40
SCV20003800,metro_station,commercial,4.48,27.20,medium,afternoon,weekday,cloudy,uber,no,0,113,direct,342.49
SCV20003801,residential,metro_station,4.73,15.80,low,night,weekend,cloudy,bus,no,0,266,direct,10.00
SCV20003802,airport,commercial,20.97,147.50,medium,evening,weekend,rainy,metro,no,2,1203,multimodal,78.13
SCV20003803,airport,metro_station,26.19,72.10,low,afternoon,weekday,clear,ola,no,0,147,direct,757.38
SCV20003804,residential,commercial,5.28,21.70,medium,morning,weekday,cloudy,uber,yes,0,170,direct,399.30
SCV20003805,residential,shopping_area,11.44,43.70,medium,afternoon,weekday,clear,metro,yes,0,238,direct,28.13
SCV20003806,metro_station,office_area,6.66,45.80,medium,morning,weekday,clear,auto,yes,0,133,direct,199.16
SCV20003807,metro_station,commercial,3.80,43.70,high,evening,weekday,cloudy,rapido,yes,0,12,direct,143.70
SCV20003808,residential,shopping_area,9.78,24.80,low,night,weekend,clear,bus,no,0,185,direct,27.32
SCV20003809,college_area,residential,6.03,49.80,medium,afternoon,weekday,clear,bus,yes,1,1252,multimodal,38.64
SCV20003810,college_area,residential,8.46,35.50,medium,morning,weekday,clear,uber,yes,0,95,direct,484.64
SCV20003811,residential,metro_station,2.13,38.30,medium,morning,weekday,clear,bus,yes,1,845,multimodal,23.99
SCV20003812,residential,metro_station,3.52,16.80,low,night,weekend,clear,auto,no,0,79,direct,101.09
SCV20003813,metro_station,shopping_area,5.33,30.40,medium,evening,weekday,clear,bus,yes,0,233,direct,10.00
SCV20003814,commercial,office_area,4.63,38.40,medium,morning,weekday,cloudy,ola,yes,1,896,multimodal,303.50
SCV20003815,residential,commercial,10.58,40.10,medium,morning,weekday,clear,ola,yes,0,96,direct,408.60
SCV20003816,metro_station,shopping_area,9.04,85.60,medium,evening,weekday,clear,metro,yes,2,1848,multimodal,37.57
SCV20003817,metro_station,residential,6.53,43.80,medium,evening,weekday,clear,auto,yes,0,145,direct,196.08
SCV20003818,commercial,office_area,7.07,40.50,medium,afternoon,weekday,cloudy,auto,yes,0,62,direct,195.80
SCV20003819,metro_station,residential,5.04,51.00,low,morning,weekend,cloudy,bus,no,1,1106,multimodal,24.37
SCV20003820,college_area,commercial,6.56,61.60,medium,morning,weekday,clear,rapido,yes,2,1350,multimodal,161.84
SCV20003821,airport,metro_station,31.13,87.20,low,afternoon,weekend,clear,auto,no,0,0,direct,542.40
SCV20003822,residential,commercial,10.32,46.60,low,evening,weekend,clear,auto,no,0,0,direct,205.61
SCV20003823,residential,metro_station,3.42,28.10,medium,morning,weekend,rainy,ola,no,0,61,direct,224.22
SCV20003824,metro_station,residential,4.21,27.10,medium,evening,weekend,cloudy,uber,no,0,15,direct,270.89
SCV20003825,college_area,office_area,14.94,45.90,low,morning,weekend,cloudy,uber,no,0,168,direct,579.49
SCV20003826,metro_station,commercial,6.50,58.90,low,morning,weekend,clear,bus,no,2,1177,multimodal,28.00
SCV20003827,residential,commercial,5.90,70.30,high,evening,weekday,clear,bus,yes,1,1184,multimodal,10.00
SCV20003828,metro_station,residential,5.57,65.40,medium,morning,weekday,clear,metro,yes,1,1544,multimodal,33.18
SCV20003829,airport,commercial,27.24,111.70,medium,afternoon,weekday,clear,metro,no,1,811,multimodal,41.40
SCV20003830,commercial,metro_station,4.65,30.50,medium,morning,weekday,clear,ola,yes,1,133,direct,276.71
SCV20003831,metro_station,residential,5.09,52.20,medium,morning,weekday,clear,metro,yes,1,954,multimodal,17.65
SCV20003832,commercial,shopping_area,4.88,26.70,medium,morning,weekday,cloudy,ola,no,0,91,direct,221.38
SCV20003833,college_area,office_area,8.92,62.40,low,night,weekend,clear,metro,no,2,1240,multimodal,14.26
SCV20003834,college_area,commercial,13.14,58.40,medium,morning,weekday,cloudy,rapido,yes,0,80,direct,209.37
SCV20003835,college_area,office_area,10.95,20.10,low,afternoon,weekday,clear,metro,no,0,87,direct,10.00
SCV20003836,commercial,shopping_area,8.73,65.60,high,evening,weekday,clear,auto,yes,0,207,direct,334.82
SCV20003837,metro_station,commercial,5.27,26.20,low,morning,weekend,clear,bus,no,0,178,direct,28.19
SCV20003838,metro_station,shopping_area,6.97,20.60,low,morning,weekend,cloudy,bus,no,0,297,direct,23.75
SCV20003839,airport,commercial,24.99,123.40,medium,evening,weekend,clear,uber,no,0,85,direct,1233.97
SCV20003840,metro_station,shopping_area,6.08,19.30,low,morning,weekend,clear,rapido,no,1,27,direct,69.16
SCV20003841,commercial,residential,8.86,44.50,low,evening,weekend,clear,metro,no,0,251,direct,17.53
SCV20003842,residential,metro_station,5.83,62.80,medium,evening,weekday,clear,bus,yes,1,1427,multimodal,46.05
SCV20003843,residential,shopping_area,6.46,23.50,low,morning,weekday,clear,bus,no,0,228,direct,22.84
SCV20003844,metro_station,shopping_area,6.46,19.30,low,night,weekday,clear,uber,no,0,156,direct,269.44
SCV20003845,college_area,office_area,14.16,89.90,medium,evening,weekday,clear,auto,yes,1,989,multimodal,360.41
SCV20003846,commercial,metro_station,4.69,50.00,high,evening,weekday,cloudy,auto,yes,0,92,direct,276.88
SCV20003847,commercial,residential,7.19,27.40,medium,afternoon,weekday,rainy,rapido,yes,0,127,direct,132.39
SCV20003848,metro_station,residential,4.19,12.90,medium,morning,weekday,clear,bus,yes,1,244,direct,15.12
SCV20003849,metro_station,office_area,5.96,56.30,medium,morning,weekday,clear,bus,yes,1,1425,multimodal,32.46
SCV20003850,college_area,metro_station,3.84,24.10,medium,morning,weekday,clear,metro,yes,0,169,direct,13.13
SCV20003851,metro_station,residential,5.19,32.10,low,afternoon,weekday,cloudy,metro,no,0,284,direct,10.00
SCV20003852,college_area,metro_station,4.74,42.00,low,morning,weekend,clear,auto,yes,2,1211,multimodal,170.46
SCV20003853,commercial,shopping_area,2.32,13.40,medium,morning,weekday,clear,rapido,yes,0,36,direct,63.65
SCV20003854,commercial,shopping_area,10.74,51.50,low,night,weekday,clear,metro,no,1,1073,multimodal,10.00
SCV20003855,airport,metro_station,30.58,91.80,low,afternoon,weekday,rainy,uber,no,0,98,direct,1364.19
SCV20003856,college_area,office_area,4.10,27.60,medium,morning,weekday,clear,bus,yes,0,131,direct,21.23
SCV20003857,commercial,residential,13.20,75.20,medium,morning,weekday,clear,bus,yes,1,394,multimodal,28.64
SCV20003858,metro_station,residential,4.30,20.50,low,night,weekday,clear,rapido,no,0,53,direct,84.29
SCV20003859,residential,office_area,14.35,85.40,medium,evening,weekend,rainy,ola,no,0,39,direct,638.51
SCV20003860,residential,commercial,8.94,39.00,medium,afternoon,weekday,cloudy,uber,yes,0,0,direct,499.45
SCV20003861,college_area,commercial,5.03,22.20,low,night,weekday,clear,ola,no,0,47,direct,210.30
SCV20003862,airport,metro_station,20.54,117.80,medium,evening,weekend,clear,auto,no,1,1000,multimodal,545.92
SCV20003863,college_area,residential,6.39,20.80,low,afternoon,weekday,cloudy,auto,no,0,0,direct,139.20
SCV20003864,residential,commercial,8.12,29.20,medium,morning,weekday,cloudy,metro,yes,1,210,direct,28.73
SCV20003865,metro_station,shopping_area,8.05,32.80,medium,morning,weekday,cloudy,bus,yes,0,130,direct,38.06
SCV20003866,airport,office_area,26.59,103.70,low,night,weekend,clear,auto,no,2,1801,multimodal,568.68
SCV20003867,college_area,residential,7.09,34.90,low,morning,weekday,clear,auto,yes,0,174,direct,182.61
SCV20003868,college_area,commercial,11.30,52.60,medium,morning,weekday,clear,uber,yes,0,19,direct,639.92
SCV20003869,college_area,metro_station,3.72,21.80,low,afternoon,weekday,clear,ola,no,0,31,direct,174.25
SCV20003870,college_area,commercial,5.70,50.00,high,evening,weekday,cloudy,uber,yes,0,95,direct,595.47
SCV20003871,airport,residential,32.19,141.30,medium,afternoon,weekday,rainy,bus,no,2,596,multimodal,54.30
SCV20003872,airport,metro_station,25.84,105.10,low,afternoon,weekday,clear,bus,no,1,841,multimodal,40.00
SCV20003873,airport,metro_station,25.10,150.00,high,evening,weekday,cloudy,uber,yes,0,39,direct,1500.00
SCV20003874,metro_station,residential,4.81,34.60,medium,evening,weekday,clear,ola,yes,0,123,direct,283.13
SCV20003875,residential,shopping_area,5.93,37.90,low,morning,weekend,cloudy,metro,no,1,1263,multimodal,29.01
SCV20003876,college_area,residential,8.42,40.50,medium,morning,weekday,cloudy,bus,yes,0,84,direct,13.69
SCV20003877,commercial,office_area,3.89,47.20,medium,morning,weekday,clear,rapido,yes,3,1531,multimodal,133.64
SCV20003878,metro_station,shopping_area,7.38,43.20,medium,evening,weekend,clear,ola,yes,0,46,direct,389.98
SCV20003879,residential,commercial,7.63,53.30,medium,morning,weekday,clear,rapido,yes,1,1190,multimodal,151.57
SCV20003880,commercial,shopping_area,3.92,17.00,medium,morning,weekday,clear,bus,yes,0,181,direct,15.96
SCV20003881,commercial,office_area,6.91,74.60,medium,morning,weekday,clear,metro,no,2,1463,multimodal,10.00
SCV20003882,commercial,shopping_area,8.54,29.60,low,morning,weekend,clear,ola,no,0,85,direct,296.74
SCV20003883,metro_station,office_area,4.56,46.90,low,morning,weekday,clear,metro,no,1,894,multimodal,23.36
SCV20003884,college_area,residential,2.22,36.60,low,afternoon,weekday,clear,ola,no,1,580,multimodal,186.55
SCV20003885,college_area,commercial,8.23,67.30,medium,evening,weekday,clear,bus,yes,1,1041,multimodal,18.84
SCV20003886,residential,commercial,8.69,44.00,medium,evening,weekday,clear,uber,yes,0,114,direct,497.26
SCV20003887,metro_station,residential,5.76,59.50,high,evening,weekday,clear,uber,yes,0,81,direct,616.17
SCV20003888,commercial,residential,4.87,50.80,medium,evening,weekday,cloudy,bus,yes,1,1092,multimodal,17.15
SCV20003889,residential,office_area,17.20,150.00,high,evening,weekday,rainy,metro,yes,1,1217,multimodal,65.88
SCV20003890,residential,metro_station,6.02,59.50,medium,evening,weekday,cloudy,metro,yes,1,961,multimodal,29.40
SCV20003891,commercial,shopping_area,7.75,40.30,medium,morning,weekend,cloudy,auto,yes,1,262,direct,208.49
SCV20003892,residential,office_area,8.71,41.40,medium,morning,weekday,cloudy,ola,yes,1,106,direct,381.42
SCV20003893,college_area,residential,8.28,46.60,medium,morning,weekday,clear,metro,yes,0,338,direct,23.69
SCV20003894,airport,commercial,27.06,78.90,low,night,weekday,rainy,uber,no,0,65,direct,1157.27
SCV20003895,commercial,metro_station,7.27,38.90,medium,morning,weekday,cloudy,uber,yes,0,45,direct,478.40
SCV20003896,metro_station,office_area,7.61,33.00,medium,morning,weekday,cloudy,ola,yes,0,69,direct,348.90
SCV20003897,airport,commercial,32.95,86.30,low,night,weekend,clear,metro,no,0,212,direct,33.46
SCV20003898,residential,office_area,5.31,34.50,medium,afternoon,weekday,clear,uber,yes,0,66,direct,381.42
SCV20003899,residential,office_area,7.19,31.60,low,afternoon,weekday,cloudy,rapido,no,0,129,direct,129.58
SCV20003900,residential,metro_station,4.74,23.40,medium,morning,weekday,clear,metro,yes,0,330,direct,10.00
SCV20003901,college_area,commercial,13.16,39.70,low,afternoon,weekday,cloudy,uber,no,0,86,direct,531.27
SCV20003902,commercial,office_area,4.88,48.70,high,morning,weekday,cloudy,ola,yes,0,53,direct,432.77
SCV20003903,residential,office_area,8.81,82.50,high,evening,weekday,rainy,bus,yes,0,125,direct,40.20
SCV20003904,metro_station,shopping_area,5.24,24.50,medium,morning,weekend,clear,auto,yes,0,44,direct,160.09
SCV20003905,residential,metro_station,4.49,24.20,medium,evening,weekday,clear,ola,yes,0,90,direct,245.99
SCV20003906,metro_station,shopping_area,5.00,26.60,low,night,weekend,clear,metro,no,0,162,direct,10.12
SCV20003907,metro_station,residential,6.49,36.80,medium,morning,weekday,clear,ola,yes,0,156,direct,331.33
SCV20003908,residential,metro_station,6.61,61.90,high,evening,weekday,clear,auto,yes,0,72,direct,283.89
SCV20003909,airport,commercial,30.52,150.00,high,evening,weekend,rainy,metro,yes,1,436,multimodal,63.98
SCV20003910,college_area,office_area,4.54,49.10,medium,evening,weekday,clear,metro,yes,1,974,multimodal,11.14
SCV20003911,residential,office_area,9.87,83.90,high,evening,weekday,clear,rapido,yes,0,87,direct,246.46
SCV20003912,residential,commercial,8.04,38.20,medium,afternoon,weekday,cloudy,ola,no,0,87,direct,329.31
SCV20003913,metro_station,commercial,2.23,55.40,medium,evening,weekend,cloudy,rapido,no,3,1648,multimodal,122.81
SCV20003914,commercial,shopping_area,6.29,36.20,low,night,weekend,clear,rapido,no,1,1084,multimodal,107.31
SCV20003915,college_area,commercial,7.30,51.80,medium,afternoon,weekday,rainy,rapido,no,1,651,multimodal,145.55
SCV20003916,metro_station,office_area,6.03,51.10,medium,morning,weekday,clear,metro,yes,1,1053,multimodal,14.55
SCV20003917,residential,metro_station,6.74,31.30,medium,morning,weekday,clear,rapido,yes,0,135,direct,119.37
SCV20003918,residential,metro_station,9.46,45.40,medium,morning,weekday,clear,rapido,yes,0,73,direct,172.15
SCV20003919,residential,office_area,7.16,73.90,medium,morning,weekday,rainy,metro,no,2,1470,multimodal,16.82
SCV20003920,airport,residential,19.34,119.10,medium,evening,weekend,cloudy,auto,no,1,881,multimodal,513.00
SCV20003921,commercial,shopping_area,9.00,71.00,low,afternoon,weekend,clear,metro,no,3,1252,multimodal,40.21
SCV20003922,residential,metro_station,4.95,44.90,low,night,weekday,clear,auto,no,3,1464,multimodal,174.87
SCV20003923,commercial,office_area,10.01,86.00,high,evening,weekday,cloudy,auto,yes,0,269,direct,414.02
SCV20003924,college_area,commercial,7.01,65.10,medium,evening,weekday,cloudy,bus,yes,2,1376,multimodal,26.74
SCV20003925,commercial,shopping_area,6.32,88.00,high,evening,weekday,rainy,metro,yes,2,1233,multimodal,21.80
SCV20003926,residential,office_area,11.74,56.90,medium,evening,weekend,cloudy,auto,no,0,52,direct,287.06
SCV20003927,metro_station,shopping_area,6.12,48.00,low,afternoon,weekend,rainy,bus,no,1,1014,multimodal,31.64
SCV20003928,commercial,metro_station,2.10,38.60,low,night,weekend,clear,bus,no,2,1277,multimodal,11.89
SCV20003929,metro_station,office_area,7.14,34.70,medium,morning,weekday,cloudy,metro,yes,0,222,direct,22.37
SCV20003930,commercial,shopping_area,3.23,41.00,medium,evening,weekday,clear,rapido,yes,1,1071,multimodal,105.58
SCV20003931,metro_station,shopping_area,2.84,11.30,low,night,weekend,clear,ola,no,0,85,direct,139.24
SCV20003932,commercial,shopping_area,5.63,32.60,medium,afternoon,weekday,clear,ola,no,0,93,direct,256.47
SCV20003933,airport,residential,28.71,95.50,medium,afternoon,weekday,clear,auto,no,0,71,direct,599.29
SCV20003934,residential,office_area,10.49,46.90,medium,morning,weekday,clear,rapido,yes,0,52,direct,183.41
SCV20003935,college_area,metro_station,3.05,23.20,medium,morning,weekday,clear,ola,yes,0,103,direct,185.21
SCV20003936,college_area,residential,9.90,40.50,medium,morning,weekday,clear,ola,yes,0,84,direct,429.61
SCV20003937,airport,residential,33.73,124.80,low,afternoon,weekday,cloudy,ola,no,2,1263,multimodal,1111.71
SCV20003938,residential,office_area,6.46,61.50,high,evening,weekday,clear,ola,yes,0,18,direct,538.39
SCV20003939,residential,metro_station,4.70,51.80,medium,evening,weekend,clear,metro,yes,1,1099,multimodal,30.08
SCV20003940,airport,residential,20.02,97.60,medium,evening,weekend,clear,ola,no,1,46,direct,755.50
SCV20003941,college_area,office_area,9.99,68.20,medium,afternoon,weekday,clear,bus,yes,1,555,multimodal,27.24
SCV20003942,metro_station,commercial,6.11,45.20,medium,evening,weekday,clear,uber,yes,0,134,direct,445.09
SCV20003943,commercial,shopping_area,10.28,78.90,high,evening,weekday,clear,ola,yes,0,75,direct,668.47
SCV20003944,commercial,residential,6.26,30.40,medium,afternoon,weekday,clear,ola,yes,1,97,direct,289.89
SCV20003945,airport,commercial,25.95,106.30,medium,afternoon,weekday,rainy,ola,no,1,899,multimodal,1055.20
SCV20003946,airport,commercial,21.71,109.10,medium,evening,weekend,clear,auto,no,0,0,direct,558.68
SCV20003947,commercial,metro_station,4.05,55.80,medium,evening,weekend,cloudy,rapido,no,2,1459,multimodal,123.89
SCV20003948,metro_station,commercial,4.74,35.40,medium,morning,weekday,clear,uber,yes,0,172,direct,361.75
SCV20003949,commercial,residential,6.23,31.70,medium,morning,weekday,cloudy,rapido,no,0,46,direct,95.37
SCV20003950,commercial,office_area,6.81,37.80,medium,morning,weekday,clear,auto,yes,0,87,direct,184.82
SCV20003951,commercial,metro_station,6.72,64.60,high,evening,weekday,clear,auto,yes,0,8,direct,293.20
SCV20003952,residential,office_area,7.96,74.70,medium,morning,weekday,clear,metro,yes,3,2500,multimodal,33.91
SCV20003953,residential,commercial,3.43,47.40,medium,evening,weekday,clear,rapido,yes,1,1033,multimodal,95.57
SCV20003954,residential,metro_station,5.67,32.60,medium,morning,weekday,clear,auto,yes,0,28,direct,178.80
SCV20003955,metro_station,office_area,8.60,26.70,low,afternoon,weekend,clear,ola,yes,0,136,direct,308.93
SCV20003956,commercial,residential,7.53,72.10,medium,evening,weekday,clear,auto,yes,2,1533,multimodal,273.12
SCV20003957,residential,metro_station,4.54,34.10,high,morning,weekday,rainy,rapido,yes,0,57,direct,137.30
SCV20003958,residential,commercial,6.92,31.80,low,night,weekday,rainy,uber,no,0,25,direct,361.40
SCV20003959,airport,residential,30.01,108.00,low,night,weekend,clear,metro,no,1,1499,multimodal,58.96
SCV20003960,college_area,residential,6.06,20.90,low,afternoon,weekday,clear,uber,no,0,87,direct,278.76
SCV20003961,college_area,office_area,12.20,87.70,medium,afternoon,weekday,clear,bus,yes,2,1864,multimodal,36.06
SCV20003962,commercial,shopping_area,6.92,51.90,medium,morning,weekday,clear,metro,yes,2,1508,multimodal,17.10
SCV20003963,commercial,metro_station,3.09,24.10,medium,evening,weekday,cloudy,bus,no,0,201,direct,10.18
SCV20003964,airport,residential,21.08,96.40,medium,afternoon,weekend,clear,ola,yes,1,901,multimodal,970.14
SCV20003965,commercial,office_area,6.58,82.00,high,evening,weekday,rainy,uber,yes,1,1282,multimodal,884.84
SCV20003966,commercial,metro_station,3.86,27.60,medium,morning,weekday,rainy,ola,yes,0,75,direct,258.33
SCV20003967,college_area,residential,5.78,58.50,medium,evening,weekday,clear,metro,yes,1,1375,multimodal,12.71
SCV20003968,metro_station,residential,4.40,44.30,high,evening,weekday,cloudy,uber,yes,0,35,direct,515.39
SCV20003969,metro_station,commercial,3.56,33.40,low,afternoon,weekday,clear,bus,no,1,641,multimodal,13.68
SCV20003970,commercial,residential,7.88,58.70,medium,morning,weekday,clear,rapido,yes,2,1246,multimodal,181.66
SCV20003971,college_area,commercial,5.90,29.60,medium,evening,weekday,clear,ola,yes,0,53,direct,268.69
SCV20003972,college_area,residential,7.27,28.50,medium,morning,weekday,clear,rapido,yes,0,78,direct,117.32
SCV20003973,commercial,residential,10.94,34.10,low,afternoon,weekday,clear,metro,no,0,240,direct,17.11
SCV20003974,airport,office_area,26.00,135.50,medium,morning,weekend,rainy,bus,no,1,1202,multimodal,83.39
SCV20003975,residential,shopping_area,8.25,30.10,medium,afternoon,weekday,clear,ola,yes,0,65,direct,348.95
SCV20003976,metro_station,commercial,5.75,63.80,medium,morning,weekday,clear,metro,yes,1,1731,multimodal,44.30
SCV20003977,residential,office_area,5.89,24.80,medium,afternoon,weekday,clear,auto,yes,0,46,direct,169.45
SCV20003978,commercial,office_area,6.81,37.80,medium,afternoon,weekday,rainy,rapido,no,0,167,direct,123.83
SCV20003979,college_area,metro_station,8.33,30.20,medium,afternoon,weekday,clear,ola,yes,0,67,direct,359.25
SCV20003980,college_area,office_area,5.49,46.80,low,afternoon,weekend,clear,metro,yes,1,1223,multimodal,10.00
SCV20003981,residential,commercial,11.43,41.40,low,afternoon,weekday,clear,uber,no,0,134,direct,462.74
SCV20003982,commercial,shopping_area,7.20,27.90,low,night,weekend,clear,ola,no,0,23,direct,258.74
SCV20003983,residential,metro_station,5.40,26.00,medium,afternoon,weekend,clear,rapido,yes,0,120,direct,106.18
SCV20003984,residential,office_area,11.09,46.20,medium,morning,weekday,cloudy,auto,yes,0,0,direct,274.87
SCV20003985,airport,residential,20.45,52.70,low,night,weekday,clear,rapido,no,0,39,direct,224.16
SCV20003986,residential,metro_station,9.21,48.30,medium,evening,weekend,clear,rapido,yes,0,96,direct,166.08
SCV20003987,commercial,metro_station,3.15,39.10,medium,evening,weekday,clear,uber,yes,1,104,direct,341.29
SCV20003988,residential,office_area,11.22,78.50,high,morning,weekday,rainy,ola,yes,0,84,direct,795.55
SCV20003989,commercial,shopping_area,6.17,34.70,medium,evening,weekend,rainy,bus,no,0,245,direct,30.96
SCV20003990,airport,commercial,22.76,117.00,medium,evening,weekday,clear,ola,no,0,81,direct,895.80
SCV20003991,commercial,shopping_area,4.76,53.60,medium,evening,weekday,clear,auto,yes,1,878,multimodal,211.15
SCV20003992,commercial,metro_station,6.06,60.30,medium,afternoon,weekday,clear,bus,yes,1,1128,multimodal,31.49
SCV20003993,commercial,office_area,4.47,30.00,medium,morning,weekday,clear,bus,yes,0,152,direct,37.92
SCV20003994,commercial,residential,12.01,44.50,medium,afternoon,weekday,clear,ola,yes,0,129,direct,458.61
SCV20003995,residential,office_area,8.06,64.00,medium,morning,weekday,clear,uber,yes,2,1088,multimodal,579.16
SCV20003996,airport,commercial,24.35,68.20,low,afternoon,weekend,clear,ola,no,0,150,direct,745.99
SCV20003997,residential,office_area,15.63,64.10,medium,morning,weekday,cloudy,ola,yes,0,81,direct,610.88
SCV20003998,metro_station,office_area,6.25,54.70,high,evening,weekday,rainy,ola,yes,0,0,direct,495.77
SCV20003999,residential,office_area,7.43,59.30,medium,evening,weekend,cloudy,ola,yes,1,1129,multimodal,424.29
SCV20004000,metro_station,residential,5.28,35.10,medium,morning,weekday,clear,metro,yes,0,297,direct,21.15
